time  x      y      z      groundspeedxy  groundspeedxz  groundspeedxyz  trackanglexy  trackanglexz  trackanglexyz  airspeedxy  airspeedxz  airspeedxyz  courseanglexy  courseanglexz  courseanglexyz  driftanglexy  driftanglexz  driftanglexyz  
0.00  -0.934 0.304  -0.281 
4.80  -0.453 0.321  -0.430 0.41           0.48           0.49            13.21         -35.09        36.53          0.65        0.70        0.71         8.18           -23.27         24.39           5.03          -11.82        12.14          
4.83  -0.438 0.312  -0.420 0.52           0.55           0.60            -28.97        -33.07        40.52          0.75        0.77        0.81         -19.72         -22.86         28.95           -9.25         -10.21        11.56          
4.87  -0.423 0.309  -0.408 0.46           0.58           0.59            -14.32        -40.93        42.11          0.70        0.79        0.80         -9.26          -28.96         29.98           -5.07         -11.96        12.13          
4.90  -0.416 0.306  -0.392 0.21           0.50           0.51            -22.85        -67.18        67.49          0.45        0.64        0.65         -10.46         -46.15         46.59           -12.39        -21.02        20.90          
4.93  -0.399 0.304  -0.385 0.53           0.57           0.58            -6.29         -22.31        23.02          0.78        0.81        0.81         -4.29          -15.58         16.11           -2.01         -6.73         6.91           
4.97  -0.390 0.305  -0.375 0.27           0.40           0.40            9.59          -48.31        48.62          0.52        0.59        0.60         4.97           -30.01         30.29           4.62          -18.29        18.33          
5.00  -0.382 0.314  -0.371 0.35           0.27           0.37            47.03         -29.50        50.51          0.55        0.51        0.57         27.58          -15.39         30.56           19.45         -14.11        19.95          
5.03  -0.368 0.312  -0.367 0.41           0.42           0.42            -6.15         -14.23        15.40          0.66        0.66        0.67         -3.82          -8.92          9.68            -2.33         -5.30         5.72           
5.07  -0.362 0.312  -0.368 0.19           0.19           0.19            -6.13         6.44          8.86           0.44        0.44        0.44         -2.66          2.79           3.86            -3.47         3.64          5.00           
5.10  -0.347 0.312  -0.375 0.44           0.48           0.49            1.71          26.05         26.10          0.69        0.72        0.72         1.09           17.26          17.29           0.62          8.80          8.81           
5.13  -0.345 0.312  -0.381 0.09           0.20           0.20            -9.68         64.99         65.06          0.34        0.38        0.38         -2.50          28.71          28.79           -7.19         36.28         36.27          
5.17  -0.345 0.314  -0.386 0.07           0.15           0.16            106.49        97.90         97.16          0.24        0.27        0.28         16.71          32.64          35.27           89.78         65.26         61.89          
5.20  -0.339 0.318  -0.392 0.23           0.28           0.30            29.81         43.68         48.08          0.46        0.49        0.50         14.26          22.95          26.28           15.56         20.73         21.80          
5.23  -0.335 0.327  -0.395 0.30           0.15           0.31            66.20         34.74         67.13          0.46        0.38        0.47         36.37          12.69          37.60           29.83         22.05         29.53          
5.27  -0.325 0.331  -0.401 0.31           0.34           0.36            20.68         32.91         36.84          0.55        0.57        0.58         11.40          19.07          21.82           9.28          13.84         15.03          
5.30  -0.322 0.337  -0.412 0.22           0.35           0.40            63.37         73.65         75.79          0.40        0.48        0.52         29.24          43.74          47.95           34.13         29.91         27.84          
5.33  -0.314 0.355  -0.421 0.60           0.34           0.64            66.26         45.70         68.15          0.73        0.55        0.77         48.07          26.65          50.69           18.19         19.06         17.47          
